full_address,TLA,LocalityName,class_lookup
"3 TAKAHANGA TERRACE, NA, Kaikoura, New Zealand",054,NA,Urban
"3 ARGYLL STREET, Fairlie, Mackenzie, New Zealand",065,Fairlie,Peri-urban (disputed)
"113 Cameron Street, NA, Ashburton, New Zealand",063,NA,Urban
"159 North Avon Road, Richmond, Christchurch City, New Zealand",060,Richmond,Urban
"43 TEMPLE DRIVE, Twizel, Mackenzie, New Zealand",065,Twizel,Urban
"313 Tara Hill Road, Elephant Hill, Waimate, New Zealand",066,Elephant Hill,Rural
"2 Beal Place, NA, Waimakariri, New Zealand",059,NA,Urban
"72 Hume Street, Sydenham, Christchurch City, New Zealand",060,Sydenham,Urban
"15 Clyde Street, Oamaru North, Oamaru, Oamaru North, Waitaki (part), New Zealand",068,Oamaru North,Urban
"65 Tokarahi-Ngapara Road, Ngapara, Oamaru, Ngapara, Waitaki (part), New Zealand",068,Ngapara,Peri-urban/Uncertain
"23 Herridge Street, NA, Waimakariri, New Zealand",059,NA,Urban
"9 PAHAU STREET, Culverden, Hurunui, New Zealand",058,Culverden,Peri-urban (disputed)
"6 Aroha Street, NA, Waimakariri, New Zealand",059,NA,Urban
"13 Arun Street, South Hill, Oamaru, South Hill, Waitaki (part), New Zealand",068,South Hill,Urban
"9 Aviation Avenue, NA, Waimakariri, New Zealand",059,NA,Rural
"2 EALING LANE, Darfield, Selwyn, New Zealand",062,Darfield,Urban
"180 BEACH ROAD, NA, Kaikoura, New Zealand",054,NA,Urban
"434 Thames Highway, Oamaru North, Oamaru, Oamaru North, Waitaki (part), New Zealand",068,Oamaru North,Urban
"51 BEACH ROAD, NA, Kaikoura, New Zealand",054,NA,Peri-urban/Uncertain
"78 Wansbeck Street, Oamaru, Oamaru, Waitaki (part), New Zealand",068,Oamaru,Urban
"26 Paul Street, Waimate, Waimate, New Zealand",066,Waimate,Urban
"71 Salisbury Crescent, Oamaru North, Oamaru, Oamaru North, Waitaki (part), New Zealand",068,Oamaru North,Urban
"11 Haynes Avenue, Upper Riccarton, Christchurch City, New Zealand",060,Upper Riccarton,Urban
"15 Chalmers Street, Highfield, Timaru, Highfield, Timaru, New Zealand",064,Highfield,Urban
"438 Campbell & Forrests Road, Otaio, Waimate, New Zealand",066,Otaio,Rural
"4 MCCAHON LANE, Rolleston, Selwyn, New Zealand",062,Rolleston,Urban
"48 Hopkins Street, Gleniti, Timaru, Gleniti, Timaru, New Zealand",064,Gleniti,Urban
"10 Ouse Street, Oamaru, Oamaru, Waitaki (part), New Zealand",068,Oamaru,Urban
"9 SCHOOL ROAD, Fairlie, Mackenzie, New Zealand",065,Fairlie,Peri-urban (disputed)
"WEST COAST ROAD, Darfield, Selwyn, New Zealand",062,Darfield,Peri-urban (disputed)
"15 TE WANIKAU STREET, NA, Kaikoura, New Zealand",054,NA,Urban
"82 Thomson Street, NA, Ashburton, New Zealand",063,NA,Peri-urban/Uncertain
"SHEARWATER DRIVE, NA, Kaikoura, New Zealand",054,NA,Peri-urban/Uncertain
"11 Bowie Drive, NA, Waimakariri, New Zealand",059,NA,Urban
"15 John Street, Waimate, Waimate, New Zealand",066,Waimate,Urban
"25 Bakers Road, Waimate, Waimate, New Zealand",066,Waimate,Urban
"23 Kiwi Drive, Highfield, Timaru, Highfield, Timaru, New Zealand",064,Highfield,Urban
"3 Farnham Street, Oamaru North, Oamaru, Oamaru North, Waitaki (part), New Zealand",068,Oamaru North,Urban
"50 Barrett Road, RD 3, Timaru, Seadown, Timaru, New Zealand",064,Seadown,Urban
"18 HAWTHORNE ROAD, NA, Kaikoura, New Zealand",054,NA,Urban
"33 Settlement Road, Waimate, Waimate, New Zealand",066,Waimate,Peri-urban (disputed)
"153 Spur Road, RD 5, Timaru, Hadlow, Timaru, New Zealand",064,Hadlow,Rural
"STATE HIGHWAY 1, NA, Kaikoura, New Zealand",054,NA,Urban
"71 Hayton Road, Sockburn, Christchurch City, New Zealand",060,Sockburn,Urban
"58 Arahura Road, NA, Waimakariri, New Zealand",059,NA,Peri-urban/Uncertain
"78 CONICAL HILL ROAD, Hanmer Springs, Hurunui, New Zealand",058,Hanmer Springs,Urban
"3 JOLLIE ROAD, Twizel, Mackenzie, New Zealand",065,Twizel,Urban
"12 Mckerrow Street, NA, Ashburton, New Zealand",063,NA,Urban
"39 HALPIN DRIVE, Lincoln, Selwyn, New Zealand",062,Lincoln,Urban
"36 CHURCHILL STREET, NA, Kaikoura, New Zealand",054,NA,Urban
"12 Hawkins Place, NA, Waimakariri, New Zealand",059,NA,Urban
"2922 Waimate Highway, Waimate, Waimate, New Zealand",066,Waimate,Peri-urban (disputed)
"DAIRY FARM ROAD, NA, Kaikoura, New Zealand",054,NA,Peri-urban/Uncertain
"2 Gainsford Mews (Pvt), NA, Waimakariri, New Zealand",059,NA,Urban
"3 James Street, Waimate, Waimate, New Zealand",066,Waimate,Peri-urban (disputed)
"98 Mulcocks Road, NA, Waimakariri, New Zealand",059,NA,Rural
"48A Rocking Horse Road, Southshore, Christchurch City, New Zealand",060,Southshore,Urban
"42 RHOBORO ROAD, Twizel, Mackenzie, New Zealand",065,Twizel,Urban
"15 ALLAN STREET, Lake Tekapo, Mackenzie, New Zealand",065,Lake Tekapo,Peri-urban (disputed)
"62 Stanley Road, NA, Ashburton, New Zealand",063,NA,Rural
"44 SCARBOROUGH TERRACE, NA, Hurunui, New Zealand",058,NA,Urban
"26 Adian Way, NA, Waimakariri, New Zealand",059,NA,Rural
"1-2/50 Wai-iti Road, Highfield, Timaru, Maori Hill, Timaru, New Zealand",064,Maori Hill,Urban
"0 LILYBANK ROAD, Peel Forest, Mackenzie, New Zealand",065,Peel Forest,Peri-urban/Uncertain
"75 HARNETTS ROAD, NA, Kaikoura, New Zealand",054,NA,Rural
"35 ANDREW DON DRIVE, Lake Tekapo, Mackenzie, New Zealand",065,Lake Tekapo,Peri-urban (disputed)
"37 Mt Darchiac Drive, NA, Ashburton, New Zealand",063,NA,Urban
"2/15 Bradford Avenue, Beckenham, Christchurch City, New Zealand",060,Beckenham,Urban
"8 Caernarvon Street, Waimate, Waimate, New Zealand",066,Waimate,Urban
"12 Browning Street, Winchester, Winchester, Timaru, New Zealand",064,Winchester,Peri-urban (disputed)
"NA, NA, Ashburton, New Zealand",063,NA,Peri-urban/Uncertain
"23 HIGH STREET, Albury, Mackenzie, New Zealand",065,Albury,Urban
"508 MANUKA TERRACE, Ben Ohau, Mackenzie, New Zealand",065,Ben Ohau,Rural
"344 Parsons Road, Weston, Oamaru, Weston, Waitaki (part), New Zealand",068,Weston,Urban
"81 Bickerton Street, Wainoni, Christchurch City, New Zealand",060,Wainoni,Peri-urban (disputed)
"2 DEVON STREET, Hanmer Springs, Hurunui, New Zealand",058,Hanmer Springs,Urban
"0 BRAEMAR ROAD, Tekapo, Mackenzie, New Zealand",065,Tekapo,Rural
"124 Loburn Kowai Road, NA, Waimakariri, New Zealand",059,NA,Rural
"7 DEVON CRESCENT, Darfield, Selwyn, New Zealand",062,Darfield,Urban
"NA, Macraes, Waitaki (part), New Zealand",068,Macraes,Peri-urban/Uncertain
"24 Forth Street, Oamaru North, Oamaru, Oamaru North, Waitaki (part), New Zealand",068,Oamaru North,Urban
"KOWHAI FORD ROAD, NA, Kaikoura, New Zealand",054,NA,Rural
"42 AMURI AVENUE, Hanmer Springs, Hurunui, New Zealand",058,Hanmer Springs,Peri-urban (disputed)
"341 King Street, Temuka, Temuka, Timaru, New Zealand",064,Temuka,Urban
"2/16 Grove Road, Addington, Christchurch City, New Zealand",060,Addington,Urban
"5 DAKOTA DRIVE, Pukaki, Mackenzie, New Zealand",065,Pukaki,Peri-urban/Uncertain
"9 PEAK DRIVE, Twizel, Mackenzie, New Zealand",065,Twizel,Urban
"14 Gorge Road, Waimate, Waimate, New Zealand",066,Waimate,Urban
"104 Hills Road, Richmond, Christchurch City, New Zealand",060,Richmond,Urban
"14 TEMPLE DRIVE, Twizel, Mackenzie, New Zealand",065,Twizel,Urban
"601 MADDISONS ROAD, Rolleston, Selwyn, New Zealand",062,Rolleston,Peri-urban (disputed)
"38 POSTMANS ROAD, NA, Kaikoura, New Zealand",054,NA,Rural
"42 Southbrook Road, NA, Waimakariri, New Zealand",059,NA,Urban
"4 EYAS DRIVE, Rolleston, Selwyn, New Zealand",062,Rolleston,Urban
"2 DENTON STREET, Amberley, Hurunui, New Zealand",058,Amberley,Urban
"35 IRISHMAN DRIVE, Twizel, Mackenzie, New Zealand",065,Twizel,Urban
"6 Busby Place, NA, Waimakariri, New Zealand",059,NA,Urban
"18 TAKAHANGA TERRACE, NA, Kaikoura, New Zealand",054,NA,Urban
"16 Pine Avenue, NA, Waimakariri, New Zealand",059,NA,Urban
"14 SALEYARD DRIVE, Amberley, Hurunui, New Zealand",058,Amberley,Urban
"HARNETTS ROAD, NA, Kaikoura, New Zealand",054,NA,Rural
"16 RETALLICK WAY, Amberley, Hurunui, New Zealand",058,Amberley,Urban
"156 Wilkins Road, NA, Ashburton, New Zealand",063,NA,Rural
"0 Dog Kennel Road, Ikawai, Waimate, New Zealand",066,Ikawai,Rural
"3518 STATE HIGHWAY 1, NA, Kaikoura, New Zealand",054,NA,Peri-urban/Uncertain
"1013 Cracroft Maronan Roa, NA, Ashburton, New Zealand",063,NA,Rural
"47 Leeston Street, NA, Ashburton, New Zealand",063,NA,Urban
"952 MEDBURY ROAD, Medbury, Hurunui, New Zealand",058,Medbury,Peri-urban/Uncertain
"72 Alford Forest Road, NA, Ashburton, New Zealand",063,NA,Urban
"16 Inch Crescent, NA, Waimakariri, New Zealand",059,NA,Urban
"65 Beach Road East, NA, Ashburton, New Zealand",063,NA,Rural
"47 EBENEZER DRIVE, Lincoln, Selwyn, New Zealand",062,Lincoln,Urban
"4 Bignell Lane, Glenavy, Waimate, New Zealand",066,Glenavy,Rural
"273 Spur Road, RD 5, Timaru, Hadlow, Timaru, New Zealand",064,Hadlow,Rural
"49 LUDSTONE ROAD, NA, Kaikoura, New Zealand",054,NA,Peri-urban/Uncertain
"23 Lowe Place, NA, Waimakariri, New Zealand",059,NA,Urban
"65 Elizabeth Street, NA, Ashburton, New Zealand",063,NA,Urban
"7 Burgess Street, Pleasant Point, Pleasant Point, Timaru, New Zealand",064,Pleasant Point,Urban
"29 KAITORETE DRIVE, Lincoln, Selwyn, New Zealand",062,Lincoln,Urban
"25 Armour Place, Halswell, Christchurch City, New Zealand",060,Halswell,Urban
"2667 Waimate Highway, Waimate, Waimate, New Zealand",066,Waimate,Peri-urban (disputed)
"39 Normanby Road, RD 1, Timaru, Normanby, Timaru, New Zealand",064,Normanby,Peri-urban/Uncertain
"4 BATH STREET, Hanmer Springs, Hurunui, New Zealand",058,Hanmer Springs,Urban
"16 Kerr Street, NA, Ashburton, New Zealand",063,NA,Urban
"219 RED SWAMP ROAD, NA, Kaikoura, New Zealand",054,NA,Rural
"208 PURCHAS ROAD, Broomfield, Hurunui, New Zealand",058,Broomfield,Peri-urban (disputed)
"17 TOWNEND STREET, Waipara, Hurunui, New Zealand",058,Waipara,Peri-urban (disputed)
"150 BEACH ROAD, NA, Kaikoura, New Zealand",054,NA,Urban
"70 CHALET CRESCENT, Hanmer Springs, Hurunui, New Zealand",058,Hanmer Springs,Urban
"13 CHELTENHAM STREET, Hanmer Springs, Hurunui, New Zealand",058,Hanmer Springs,Urban
"25 WALTER PLACE, Kirwee, Selwyn, New Zealand",062,Kirwee,Peri-urban (disputed)
"24 Hill View Crescent, Highfield, Timaru, Highfield, Timaru, New Zealand",064,Highfield,Urban
"34 Adian Way, NA, Waimakariri, New Zealand",059,NA,Rural
"STATION ROAD, NA, Kaikoura, New Zealand",054,NA,Rural
"3495 P HWAY 83, Duntroon, Waitaki (part), New Zealand",068,Duntroon,Rural
"51 MT CASS ROAD, Waipara, Hurunui, New Zealand",058,Waipara,Rural
"7 DENIMES CRESCENT, Rolleston, Selwyn, New Zealand",062,Rolleston,Urban
"3 CAREW COMMON, Rolleston, Selwyn, New Zealand",062,Rolleston,Urban
"5 ORCHISTON WAY, Lincoln, Selwyn, New Zealand",062,Lincoln,Urban
"10 MISTAKE DRIVE, Lake Tekapo, Mackenzie, New Zealand",065,Lake Tekapo,Rural
"117 KIWA ROAD, NA, Kaikoura, New Zealand",054,NA,Rural
"20 Kauri Street, Riccarton, Christchurch City, New Zealand",060,Riccarton,Urban
"9 GRETA VALLEY WALKWAY ROAD, Greta Valley, Hurunui, New Zealand",058,Greta Valley,Urban
"31 Braddon Street, Saint Andrews, Waimate, New Zealand",066,Saint Andrews,Urban
"2865 COALTRACK ROAD, Coalgate, Selwyn, New Zealand",062,Coalgate,Rural
"16 Clifton Terrace, West End, Timaru, West End, Timaru, New Zealand",064,West End,Urban
"1/1012 Colombo Street, St Albans, Christchurch City, New Zealand",060,St Albans,Urban
"165 Pooles Road, NA, Ashburton, New Zealand",063,NA,Rural
"56 Greenvale Road, RD 21, Geraldine, Geraldine, Timaru, New Zealand",064,Geraldine,Peri-urban (disputed)
"119 Woodfields Road, NA, Waimakariri, New Zealand",059,NA,Rural
"27 Buckleys Terrace, NA, Ashburton, New Zealand",063,NA,Urban
"223 Yaxleys Road, NA, Waimakariri, New Zealand",059,NA,Rural
"280 SCARBOROUGH STREET, NA, Kaikoura, New Zealand",054,NA,Urban
"7A Gibson Street, Seaview, Timaru, Seaview, Timaru, New Zealand",064,Seaview,Urban
"409 OMIHI ROAD, NA, Hurunui, New Zealand",058,NA,Rural
"568 No 10 Road, NA, Waimakariri, New Zealand",059,NA,Rural
"69 TORQUAY STREET, NA, Kaikoura, New Zealand",054,NA,Urban
"Lismore Mayfield Roa, NA, Ashburton, New Zealand",063,NA,Rural
"7 AORANGI CRESCENT, Lake Tekapo, Mackenzie, New Zealand",065,Lake Tekapo,Rural
"45 Hakatere Drive, NA, Ashburton, New Zealand",063,NA,Urban
"234 BEACH ROAD, NA, Kaikoura, New Zealand",054,NA,Urban
"1071 MILES ROAD, Darfield, Selwyn, New Zealand",062,Darfield,Peri-urban (disputed)
"342A MANUKA TERRACE, Ben Ohau, Mackenzie, New Zealand",065,Ben Ohau,Rural
"161 Point Bush Road, Waimate, Waimate, New Zealand",066,Waimate,Peri-urban (disputed)
"270 Hursts Road, Elephant Hill, Waimate, New Zealand",066,Elephant Hill,Rural
"4963/12 S Hway 1 Glenavy, Glenavy, Waimate, New Zealand",066,Glenavy,Peri-urban (disputed)
"187 BANGOR ROAD, Darfield, Selwyn, New Zealand",062,Darfield,Peri-urban (disputed)
"39 Tancred Street, NA, Ashburton, New Zealand",063,NA,Urban
"7 Racecourse Road, NA, Ashburton, New Zealand",063,NA,Urban
"Methven Highway, NA, Ashburton, New Zealand",063,NA,Rural
"0 Manchester Street, Waimate, Waimate, New Zealand",066,Waimate,Urban
"10 Bouverie Street, Waimataitai, Timaru, Waimataitai, Timaru, New Zealand",064,Waimataitai,Urban
"35 Burnett Street, Kakanui, Oamaru, Kakanui, Waitaki (part), New Zealand",068,Kakanui,Rural
"711 Gloucester Street, Avonside, Christchurch City, New Zealand",060,Avonside,Urban
"22 MIROMIRO DRIVE, NA, Kaikoura, New Zealand",054,NA,Peri-urban/Uncertain
"SCARBOROUGH STREET, NA, Kaikoura, New Zealand",054,NA,Peri-urban/Uncertain
"9 COLERIDGE STREET, Hanmer Springs, Hurunui, New Zealand",058,Hanmer Springs,Urban
"61 OSBORNE ROAD, Amberley, Hurunui, New Zealand",058,Amberley,Urban
"23 High Street, Kakanui, Oamaru, Kakanui, Waitaki (part), New Zealand",068,Kakanui,Rural
"11 MILL ROAD, Leithfield, Hurunui, New Zealand",058,Leithfield,Peri-urban (disputed)
"32 Harris Street, Waimate, Waimate, New Zealand",066,Waimate,Urban
"DEVINE DRIVE, Rolleston, Selwyn, New Zealand",062,Rolleston,Urban
"Pleasant Valley Road, RD 21, Geraldine, Geraldine, Timaru, New Zealand",064,Geraldine,Urban
"52 Evans Street, Maori Hill, Timaru, Maori Hill, Timaru, New Zealand",064,Maori Hill,Urban
"279 Otipua Road, Highfield, Timaru, Highfield, Timaru, New Zealand",064,Highfield,Urban
"46 BURRELLS LANE, NA, Kaikoura, New Zealand",054,NA,Rural
"28 Gorge Road, Waimate, Waimate, New Zealand",066,Waimate,Urban
"38 Church Street, NA, Waimakariri, New Zealand",059,NA,Urban
"210 Awamoa Road, Awamoa, Oamaru, Awamoa, Waitaki (part), New Zealand",068,Awamoa,Peri-urban/Uncertain
"23 NORTH STREET, Fairlie, Mackenzie, New Zealand",065,Fairlie,Rural
"16 Lampard Street, NA, Ashburton, New Zealand",063,NA,Urban
"46 ALPINE AVENUE, Hanmer Springs, Hurunui, New Zealand",058,Hanmer Springs,Urban
"243 MACKENZIE DRIVE, Twizel, Mackenzie, New Zealand",065,Twizel,Urban
"TRELISSICK LOOP, Castle Hill, Selwyn, New Zealand",062,Castle Hill,Rural
"45 Grove Avenue, Weston, Oamaru, Weston, Waitaki (part), New Zealand",068,Weston,Urban
"54 RHOBORO ROAD, Twizel, Mackenzie, New Zealand",065,Twizel,Urban
"NA, South Hill, Waitaki (part), New Zealand",068,South Hill,Urban
"107 Prestons Road, Redwood, Christchurch City, New Zealand",060,Redwood,Urban
"41 Croydon Street, NA, Waimakariri, New Zealand",059,NA,Urban
"11 MCCAULEY STREET, Rolleston, Selwyn, New Zealand",062,Rolleston,Urban
"11 Waimate Highway, Makikihi, Waimate, New Zealand",066,Makikihi,Peri-urban (disputed)
"22 HENDERSONS ROAD, Rotherham, Hurunui, New Zealand",058,Rotherham,Rural
"48R Blue Jacket Drive, Halswell, Christchurch City, New Zealand",060,Halswell,Urban
"2/26 Penruddock Rise, Westmorland, Christchurch City, New Zealand",060,Westmorland,Urban
"500 CONWAY FLAT ROAD, Conway Flat, Hurunui, New Zealand",058,Conway Flat,Rural
"28 Bowen Street, NA, Ashburton, New Zealand",063,NA,Urban
"39 KOTARE PLACE, NA, Kaikoura, New Zealand",054,NA,Urban
"7 Lynn Street, NA, Ashburton, New Zealand",063,NA,Rural
"60 Alford Forest Road, NA, Ashburton, New Zealand",063,NA,Urban
"3-5 Timaru Road, Waimate, Waimate, New Zealand",066,Waimate,Peri-urban (disputed)
"0 Studholme Street, Waimate, Waimate, New Zealand",066,Waimate,Peri-urban (disputed)
"292 SCARBOROUGH STREET, NA, Kaikoura, New Zealand",054,NA,Urban
"16 Mt Possession Street, NA, Ashburton, New Zealand",063,NA,Urban
"NA, Lincoln, Selwyn, New Zealand",062,Lincoln,Urban
"POSTMANS ROAD, NA, Kaikoura, New Zealand",054,NA,Rural
"13 Bridge Street, Temuka, Temuka, Timaru, New Zealand",064,Temuka,Urban
"742 TANCREDS ROAD, Lincoln, Selwyn, New Zealand",062,Lincoln,Peri-urban (disputed)
"KIWA ROAD, NA, Kaikoura, New Zealand",054,NA,Rural
"1 Sandringham Street, Oamaru North, Oamaru, Oamaru North, Waitaki (part), New Zealand",068,Oamaru North,Urban
"Shaw Street, Redruth, Timaru, Redruth, Timaru, New Zealand",064,Redruth,Peri-urban (disputed)
"36C Exe Street, Oamaru, Oamaru, Waitaki (part), New Zealand",068,Oamaru,Urban
"84 Boyds Road, NA, Ashburton, New Zealand",063,NA,Rural
"22 FINSTOCK WAY, Springston, Selwyn, New Zealand",062,Springston,Peri-urban (disputed)
"16 Tennant Street, Waimate, Waimate, New Zealand",066,Waimate,Urban
"51 Rawnsley Terrace, Hornby, Christchurch City, New Zealand",060,Hornby,Urban
"115 Rolleston Street, NA, Ashburton, New Zealand",063,NA,Urban
"5 Earn Street, Oamaru North, Oamaru, Oamaru North, Waitaki (part), New Zealand",068,Oamaru North,Urban
"62 Belt Road, NA, Ashburton, New Zealand",063,NA,Urban
"21 DAVISON ROAD, Rotherham, Hurunui, New Zealand",058,Rotherham,Rural
"540 HURUNUI BLUFF ROAD, Hurunui, Hurunui, New Zealand",058,Hurunui,Rural
"24 Allen Street, NA, Ashburton, New Zealand",063,NA,Urban
"70 Victoria Street, Parkside, Timaru, Parkside, Timaru, New Zealand",064,Parkside,Urban
"21 Girvan Street, Oamaru North, Oamaru, Oamaru North, Waitaki (part), New Zealand",068,Oamaru North,Urban
"17 Brunswick Street, Seaview, Timaru, Seaview, Timaru, New Zealand",064,Seaview,Urban
"7 FARNBOROUGH WAY, Rolleston, Selwyn, New Zealand",062,Rolleston,Urban
"16 Walbrook Crescent, Oamaru North, Oamaru, Oamaru North, Waitaki (part), New Zealand",068,Oamaru North,Urban
"76 RENOIR DRIVE, Rolleston, Selwyn, New Zealand",062,Rolleston,Urban
"346 Worcester Street, Linwood, Christchurch City, New Zealand",060,Linwood,Urban
"1/18 Cornwall Street, St Albans, Christchurch City, New Zealand",060,St Albans,Urban
"109-115 BEACH ROAD, NA, Kaikoura, New Zealand",054,NA,Urban
"42 POSTMANS ROAD, NA, Kaikoura, New Zealand",054,NA,Rural
"NA, Rolleston, Selwyn, New Zealand",062,Rolleston,Urban
"285 MIDDLE ROAD, Fairlie, Mackenzie, New Zealand",065,Fairlie,Rural
"29 Valour Drive, NA, Waimakariri, New Zealand",059,NA,Urban
"24 King Street, NA, Waimakariri, New Zealand",059,NA,Urban
"50 Leeston Street, NA, Ashburton, New Zealand",063,NA,Urban
"1898 Geraldine-Fairlie Highway, RD 21, Geraldine, Kakahu, Timaru, New Zealand",064,Kakahu,Rural
"129 Eden Street, Oamaru, Oamaru, Waitaki (part), New Zealand",068,Oamaru,Urban
"28 Glen Street, Marchwiel, Timaru, Marchwiel, Timaru, New Zealand",064,Marchwiel,Urban
"3 Frome Street, Oamaru North, Oamaru, Oamaru North, Waitaki (part), New Zealand",068,Oamaru North,Urban
"38 MIROMIRO DRIVE, NA, Kaikoura, New Zealand",054,NA,Urban
"11 Hampstead Close, NA, Waimakariri, New Zealand",059,NA,Urban
"123 Lyalldale Middle Road, Saint Andrews, Waimate, New Zealand",066,Saint Andrews,Peri-urban (disputed)
"9 TURBINE AVENUE, Twizel, Mackenzie, New Zealand",065,Twizel,Urban
"10 DOBSON VIEW ROAD, Fairlie, Mackenzie, New Zealand",065,Fairlie,Rural
"16 FYFFE AVENUE, NA, Kaikoura, New Zealand",054,NA,Peri-urban/Uncertain
"2 KEA PLACE, NA, Kaikoura, New Zealand",054,NA,Urban
"40 Tovey Street, New Brighton, Christchurch City, New Zealand",060,New Brighton,Urban
"8 Blakeley Place, NA, Waimakariri, New Zealand",059,NA,Urban
"3 KEATS PL, Hanmer Springs, Hurunui, New Zealand",058,Hanmer Springs,Urban
"31 Kelvin Crescent, NA, Ashburton, New Zealand",063,NA,Urban
"15 LAKE HILLS ROAD, NA, Kaikoura, New Zealand",054,NA,Rural
"41 Norwich Street, Hampden, Hampden, Waitaki (part), New Zealand",068,Hampden,Urban
"17 KAKA ROAD, NA, Kaikoura, New Zealand",054,NA,Urban
"19 Kerr Street, NA, Ashburton, New Zealand",063,NA,Urban
"23 Huntingdon Dr, NA, Waimakariri, New Zealand",059,NA,Urban
"INLAND KAIKOURA ROAD, NA, Kaikoura, New Zealand",054,NA,Rural
"7 INGLES DRIVE, NA, Kaikoura, New Zealand",054,NA,Urban
"36 Harakeke Street, Riccarton, Christchurch City, New Zealand",060,Riccarton,Urban
"18 Aitken Street, NA, Ashburton, New Zealand",063,NA,Urban
"469 Ealing Road, NA, Ashburton, New Zealand",063,NA,Rural
"2 CATHEDRAL ROAD, Port Robinson, Hurunui, New Zealand",058,Port Robinson,Urban
"25 Douglas Street, Highfield, Timaru, Highfield, Timaru, New Zealand",064,Highfield,Urban
"63A Centennial Avenue, Riccarton, Christchurch City, New Zealand",060,Riccarton,Urban
"29 SIMONS STREET, Twizel, Mackenzie, New Zealand",065,Twizel,Urban
"44 Birdwood Avenue, Beckenham, Christchurch City, New Zealand",060,Beckenham,Urban
"320 Brosnan Road, RD 5, Timaru, Kerrytown, Timaru, New Zealand",064,Kerrytown,Peri-urban (disputed)
"46 Denmark Street, Temuka, Temuka, Timaru, New Zealand",064,Temuka,Urban
"NA, NA, Waimakariri, New Zealand",059,NA,Peri-urban/Uncertain
"51 MARYBURN ROAD, Twizel, Mackenzie, New Zealand",065,Twizel,Urban
"259 BELLS ROAD, West Melton, Selwyn, New Zealand",062,West Melton,Peri-urban (disputed)
"40 KOTARE PLACE, NA, Kaikoura, New Zealand",054,NA,Urban
"NA, Waimate, Waimate, New Zealand",066,Waimate,Urban
"6 TORQUAY TERRACE, Hanmer Springs, Hurunui, New Zealand",058,Hanmer Springs,Urban
"48 Matipo Street, Riccarton, Christchurch City, New Zealand",060,Riccarton,Urban
"0 Hakataramea Valley Road, Hakataramea, Waimate, New Zealand",066,Hakataramea,Rural
"356 MCLEANS ROAD, Coal Stream, Mackenzie, New Zealand",065,Coal Stream,Rural
"15 CLIFFORD PLACE, Amberley, Hurunui, New Zealand",058,Amberley,Urban
"176 Point Bush Road, Waimate, Waimate, New Zealand",066,Waimate,Peri-urban (disputed)
"25 Meehan Place, Makikihi, Waimate, New Zealand",066,Makikihi,Rural
"13 AORANGI CRESCENT, Lake Tekapo, Mackenzie, New Zealand",065,Lake Tekapo,Rural
"67 Kowhai Avenue, NA, Waimakariri, New Zealand",059,NA,Urban
"ALGIDUS ROAD, Lake Coleridge, Selwyn, New Zealand",062,Lake Coleridge,Rural
"5 LUDSTONE ROAD, NA, Kaikoura, New Zealand",054,NA,Urban
"TAKAHANGA TERRACE, NA, Kaikoura, New Zealand",054,NA,Rural
"422 Harmans Gorge Road, NA, Waimakariri, New Zealand",059,NA,Rural
"6 Nen Street, Oamaru, Oamaru, Waitaki (part), New Zealand",068,Oamaru,Urban
"6A Blue Stone Drive, Waiareka Junction, Oamaru, Waiareka Junction, Waitaki (part), New Zealand",068,Waiareka Junction,Urban
"34 BLUE JEAN AVENUE, Rolleston, Selwyn, New Zealand",062,Rolleston,Urban
"NA, Hampden, Waitaki (part), New Zealand",068,Hampden,Urban
"93 BEACH ROAD, NA, Kaikoura, New Zealand",054,NA,Urban
"7 OSCAR LANE, Rolleston, Selwyn, New Zealand",062,Rolleston,Urban
"24 Derwent Street, Oamaru North, Oamaru, Oamaru North, Waitaki (part), New Zealand",068,Oamaru North,Urban
"POSTMANS ROAD, NA, Kaikoura, New Zealand",054,NA,Urban
"43 Harbour Terrace, Kakanui, Oamaru, Kakanui, Waitaki (part), New Zealand",068,Kakanui,Rural
"2/8 Birch Street, Gleniti, Timaru, Gleniti, Timaru, New Zealand",064,Gleniti,Urban
"OCEAN RIDGE DRIVE, NA, Kaikoura, New Zealand",054,NA,Peri-urban/Uncertain
"2 Woodglen Drive, NA, Waimakariri, New Zealand",059,NA,Urban
"60 CHALET CRESCENT, Hanmer Springs, Hurunui, New Zealand",058,Hanmer Springs,Urban
"5/49 Rugby Street, Merivale, Christchurch City, New Zealand",060,Merivale,Urban
"31 London Street, Hampden, Hampden, Waitaki (part), New Zealand",068,Hampden,Urban
"Double Hill Run Road, NA, Ashburton, New Zealand",063,NA,Rural
"37A Wharfe Street, South Hill, Oamaru, South Hill, Waitaki (part), New Zealand",068,South Hill,Urban
"NA, NA, Waimakariri, New Zealand",059,NA,Peri-urban/Uncertain
"57A Champion Street, St Albans, Christchurch City, New Zealand",060,St Albans,Urban
"12 MCGIMPSAY RD, Kurow, Waitaki (part), New Zealand",068,Kurow,Peri-urban (disputed)
"57 William Street, NA, Ashburton, New Zealand",063,NA,Urban
"2655 Waimate Highway, Waimate, Waimate, New Zealand",066,Waimate,Peri-urban (disputed)
"39C Aynsley Terrace, Opawa, Christchurch City, New Zealand",060,Opawa,Urban
"STATE HIGHWAY 1, NA, Kaikoura, New Zealand",054,NA,Rural
"5 Osborn Grove, NA, Ashburton, New Zealand",063,NA,Urban
